id,content,label
1070,南海狮山急找孩子，求转，求帮忙13759695559帮忙扩散，今天上午一个三岁多小女孩在南海狮山锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢,1
1071,家里有小孩的一定要看！！！！！！太恐怖了，我以后一定要拔掉！看看！以后给我插头拔拔掉！！！！！这个小女孩不幸死于电话充电器，就是因为大人平时充完电后没有及时把充电器插头部位拔出，小女孩拿起充电器另一头来玩含在嘴里，确不幸触电身亡[大哭]！,1
1072,"#平安守护#【杨康:新时代的刑警本色】杨康,开封市公安局南苑派出所案件侦办大队的一名民警。虽入警时间不长,但是他却练就一身本领,屡立战功。他心思缜密,工作细致。2017年7月,开封市鼓楼区宋城路一个黄金店老板被抢劫,接警后,杨康和同事迅速赶赴现场,在对现场进行调查取证的同时安抚好受害人的情绪之后通过一系列侦查手段锁定嫌疑人的手机号码。当晚，为了使犯罪嫌疑人尽快归案,民警刚柔并济展开追捕。杨康请示领导后,拨通了嫌疑人的手机号码,可嫌疑人肖某态度消极,不听民警的劝阻。但是杨康没有放弃,改变策略再次与肖某沟通。通过杨康多次、耐心规劝教育,犯罪嫌疑人肖某被杨康的真诚和专业素养打动,浪子回头,迷途知返，从郑州乘坐出租车到南苑派出所案件侦办大队自首,案件就此成功告破。他火眼金晴,雷厉风行。2017年8月,杨康和同事到开封市郑汴路出警,无意间杨康发现郑汴路某售楼部的一名保安似曾相识,疑似一起案件的犯罪嫌疑人。他随即上前和该保安搭话,短暂的四目相对之后,这名保安神色紧张,言语闪躲,说时迟那时快,保安男子迅速转身逃窜,杨康和同事在后面紧追不舍,跑了两公里左右终于将男子抓住。经过进一步调查,该男子正是犯罪嫌疑人刘某。他坚守岗位,平安守护。“有钱没钱,回家过年”,春节回家,与亲人团聚是许多在外打拼之人的温暖期待。家在新乡的杨康也希望春节回家陪陪父母。但是春节期间流动人口流量增大,正是案件高发时期,他坚守岗位,留在单位过年。白天值班巡逻,晚上警灯闪烁,在案件高发区域宣传防范,提高居民安全感,也震慑犯罪分子,为群众过个安全年打好基础。这个年轻的小伙子扎实工作,一颗强烈的责任心、一股雷厉风行的工作作风、一种勇于进取的精神彰显了新时代的刑警本色，也显示了开封公安敢打敢干的精神作风。",0
1073,寻人启事今天上午一个三岁多小女孩在湖北宜昌市锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999如果看一眼懒得转的冷漠的人也请你伸出手指按3秒转发,1
1074,是我朋友圈的就转下吧，又不费钱！看你有没有良心！雅安庐山失踪人员名单，必看！！！！一位叫徐敬的21岁女孩，请速回雅安水城县人民医院，妈妈伤得很严重，想见她最后一面，爸爸号码：151933483486，雅安地震，求急转，微博微信全用上爱心传递，接力棒！,1
1075,【环城派出所民警救助孤寡老人】3月13日16时，环城派出所接到报警：“环城方湾村路段有一老人在路边找不到家了”。接警后，民警迅速出警，找到了老人。经询问，得知老人名叫杨某，但说不清自己的其它信息。民警于是查询警务综合平台，发现杨某系环城玉皇村人。民警立即联系村书记询问核实杨某情况，村书记称杨某是一名孤寡老人，并患有老年痴呆症。现民警已将其送往玉皇村家中，并叮嘱村干部加强管理和看护。,0
1076,#西安国际马拉松#【2017西安国际马拉松赛用脚步拥抱西安】拥抱这座步步是历史，处处是文化的千年之城！让全世界见证了热情的西安人，为西马点赞，为跑完全程的人点赞。,0
1077,请大家快快转发。谁的群最多，帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报,1
1078,朋友的同事捡到粗心小朋友的高考准考证，谁认识通知下，别耽误了高考大事。白娅倩考点市一中考场013座号11准考证号204101311／请大家帮忙互相转发，别耽误了孩子高考！联系电话138-3046-8131转发一下@珠海同城会,1
1079,紧急通知：!妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！没有孩子的也请友情转转！,1
1080,四川雅安地震，谁的群最多，帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报,1
1081,急找孩子求转，求帮忙实验小学寻人启事18601421437帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张静杰18601421437如果看一眼懒得转的冷漠的人也请你伸出手指按3秒转一下我们都会有孩子谢谢让家人早日团聚,1
1082,发表了博文《2015年03月14日》3月3日朋友发来一条消息：今天邵逸夫先生出殡了……。一个外国人乔布斯去世的时候，我们中国人铺天盖地的刷屏，而邵逸夫去世了，却没看见有人悼念。我们有千百个学校的教学楼&#;2015年03月14日,1
1083,"#小兵闲谈##反击贸易战#【变本加厉！特朗普考虑对1000亿美元中国商品加征关税】川大爷口称无意打中美贸易战,面对中方的应战反击,又发言追加,是何道理和居心?据彭博社报道，美国总统特朗普于当地时间4月5日(周四)表示，他正命令美国贸易代表办公室考虑对1000亿美元中国商品加征关税。据称，特朗普在一份声明中称，“鉴于中国的不公正报复行为，我已指示美国贸易代表审议第301条款是否适用中国1000亿美元的额外关税。”说白了,美国想怎样,他国连应对措施都不能有，并且一幅铁定吃“大块肉”的嘴脸,强横并霸道!奉陪到底!坚决反击",0
1084,原来是真的，幼儿园都发通知了家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的都含有肉毒杆菌。现在紧急召回。有孩子没孩子都转下,1
1085,各位爱心人士，帮帮转一下……一个成都打工者，22岁，李其飞，不知道在什么地方，请他速回四川安岳，直接到安岳人民医院。家中失火，父母双亡，妹妹伤势很严重。舅舅联系电话：13281071657爱心接力。四川省资阳市安岳白坝派出所谢谢！十万火急-----请帮帮忙转发。,1
1086,【五邑大学通报学生深夜窜入女生宿舍实施猥亵事件：涉事学生已办理退学手续】近日，一则名为《我辛辛苦苦的考大学，摸了一下女生就全没了》的网帖在网上热传。网帖以广东五邑大学机电工程院学生黄某的口吻，讲述了自己在今年5月份，因潜入女生宿舍实施猥亵后被校方勒令退学一事。黄某在帖子中自...,0
1087,#买卖闲置，常来转转#只要100元，宝天曼野生土蜂蜜野生蜜蜂多生长在宝天曼深山的悬崖峭壁上，被蜂农发现后收集起来旋放置于仿制野生环境的蜂箱中进行酿蜜，而野生蜜蜂的生理特性一年只收割一次蜂蜜，收集回来的蜂蜜放置后自行沉淀将蜂蜡和蜂巢过滤后剩余的部分就是野生蜂...O,0
1088,寻人启事13888033164。有线索酬金100万帮忙扩散，今天上午一个十多岁小男孩在锦绣花园小区附近被人拐走了，小男孩能说出他的名字……汪雄～从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人汪永超。2绍兴·新昌县,1
1089,幼儿园刚才发紧急通知：妇幼保健院提示，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！没有孩子的也请友情转转！,1
1090,日记:《美国人如何解决校园欺凌》文/咳咳灰北京延庆二中一名初中生遭到校园欺凌，在洗手间，打骂他的学生逼他把蘸过粪便的手指放进嘴里(来自@豆瓣App)|美国人如何...,0
1091,寻人启事13940292999。有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999,1
1092,【罗尔回应不卖房救女：深圳房子以后归儿子】罗某笑的爸爸罗尔日前再次接受采访，回应网友质疑为何不卖房救女：①深圳的房子是要留给儿子的；②东莞其中一套是现在的老婆名下的，另一套是以后养老要用；③写下救女儿的文章，是将来留给女儿看的↓↓你怎么看？via.网络新闻联播封面新闻的...,0
1093,"紧急通知：辽宁麻辣烫上新闻了:具体哪家不详！暂时别吃麻辣烫、米线,辽宁某医院一患者昨天凌晨四点二十一分因H799死！年龄31岁，孩子还在妈妈的肚子里，参与抢救的医生已被隔离。因为米线和麻辣烫自助餐都是食用胶。纯米线没有这种味道，辽宁市卫生局刚开完紧急会议。2沈阳·辽中镇",1
1094,快讯：一架在L642航道上的飞机通知香港空管中心，说在海面上发现了一大批金属碎片。地址是北纬9度，东经107度。//#马航飞机失联#【特写：马航失联客机上的五名印度人】-在周末失去联系的马来西亚航空客机上，还包括了五名印度人和一名印度裔加拿大人。特写：马航失联客机上的五名印度人,1
1095,美赞臣品牌经理Jeff，让我们了解，美赞臣是全球最接近母乳配方奶粉，只有美赞臣DHA含量是0.32%，还有重要一点孩子吃了不会上火，今天让各大商城代表更有信心推荐给我们的孩子们！2美国·洛杉矶,0
1096,封面新闻记者李昕锋丁伟9月12日12点30分许，在峨眉山景区金顶舍身崖，一名男子翻越护栏，跳下舍身崖。附近游客发现后，发出阵阵惊呼声。封面新闻记者了解到，事件发生后，景区立即启动搜救工作，目前该男子的身份仍在核实之中。据了解，峨眉山金顶舍身崖因地势突出，下方峭壁毫无遮拦，直达700...,0
1097,一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报！祈祷@安居客崔洪永@安居客许恒波@安居客穆欣欣@惠百家董晓峰@安居客andy@安居客杜步水@安居客闵志远,1
1098,大家一起为《贞子》票房为零，做努力！中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的《贞子》3D将于5月12日在中国大陆上映，而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让贞子3D5月12日票房为零！必须转起！,1
1099,妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！,1
1100,急找孩子，求转，求帮忙实验小学寻人启13759695559今天上午一个三岁多小女孩在世纪家园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之看到信息的兄弟姐妹留意一下联系人张静杰13759695559,1
1101,【强台风来袭：浙江30万人大转移！】昨天，中央气象台发布了今年首个台风红色预警，这是台风预警最高级别。浙江省气象台预计，“玛莉亚”将于今天上午在福建福清到浙江苍南之间沿海登陆（强台风级，14～15级），登陆后继续向西北方向移动，强度逐渐减弱。气象专家表示，“玛莉亚”是个“女汉子”，具有增强快、移速快、路径稳定的特点，需特别注意防范大风大浪的影响。图三为福州连江苔菉镇昨晚的海浪。图四为今晨台州风雨。|强台风来袭...,0
1102,特大好消息！卖狗肉违法了，国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发。我在:,1
1103,#烟台吃货小分队#香山路上的朴家炭烤，好吃一生推！许多韩国人去吃，强推牛排肉雪花肉和香肠！反正吃来吃去就最爱这家！一定要试的烤肉，美食坐标：开发区金盛小区西，人均100#烟台美食地图#via@秦小美美美就爱吃吃吃,0
1104,#会火娱乐快报#【偶遇张二毛】今天有网友给我们发来照片说在从长沙飞北京的航班上偶遇@迎宾张二毛啦！张二毛人很亲切，跟大家都合影了哦。后来空姐空少找他要微信，他婉言拒绝，心想：坐飞机不能开手机。哈哈哈哈哈哈哈哈哈哈哈哈我要笑死了,0
1105,又是警局里的神秘死亡事件，探头肯定坏了//分享网易新闻:《教师从特巡警大队二楼跳下身亡家属:曾跪地求饶》|教师从特巡...@网易新闻客户端#网易新闻#,0
1106,【男子偷换饭店二维码将营业款收归己有】前段时间网上疯传一个段子，一小偷将数家商店内的二维码偷偷换成了自己的，等到众店主发现时，小偷已默默“收”了70多万元。让人没有想到的是，这一网上的调侃竟然真的发生了！近日，广东佛山就有多家饮食店接连中招↓↓,0
1107,寻人启事13836689002。有线索酬金100万帮忙扩散，今天上午一个2多岁小男孩在阳光小区附近被人拐走了，小男孩能说出他的名字……王鹤从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人汪永超～如果看一眼懒得转的冷漠的人也请……阿弥,1
1108,110已证实不是假的！大家注意！紧急通知：家里有孩子的大人都看好了，江苏省来了1000多外地人专偷小孩抢小孩的苏州已丢20多个，已解剖7个拿走器官！今天学校也给家长开会呢，这是事实让更多的人知道转一次可能就拯救了一个孩子,1
1109,【女子发帖称丽江游玩遭十余人暴打毁容当地警方称正核实】微博用户@琳哒是我发布微博称，去年11月11日晚，在丽江宁蒗烧烤摊遭到一群男子（超过10人）的无端殴打，伤势严重并导致毁容↓↓媒体致电丽江市公安局古城区分局询问此事，对方回应称正在进一步核实。|女子发帖称...,0
1110,#午间歌单#今天中午的三首歌曲Malibu——MileyCyrus，会发光的梦想——歌浴森，前面路口停——邓福如/小宇，下雨啦下雨啦终于凉快点了,0
1111,#里约大冒险#妈呦大早上笑死我了，#里约劫匪劫持俄罗斯外交官#，反被夺枪击毙#战斗民族#做人就要像俄罗斯一样，乌克兰提议废除俄罗斯的一票否决权，被俄罗斯一票否决,0
1112,【重大新闻大家注意】新骗局来了，如果你接到电话（包括10086或10010），要求你按#键或任何按键，请不要按，那是一家诈骗公司，他们的机器在你按下任意键后，连接到你的SIM卡盗取网上银行卡密，及所有绑定手机的银行卡及复制卡。中央电视台《焦点访谈》已经播出我在:2桃园南路,1
1113,#警眼看天下#【疑似顺丰3亿条数据被泄露，售价两个比特币】近日，在“暗网交易市场”网站上，一个暗网用户售卖顺丰快递数据，卖家称掌握了顺丰快递客户数据总量高达3亿条，售价两个比特币。这些数据包括顺丰快递寄、收件人的姓名、地址、电话等信息，可以先“验货”，验货数据量为10万条，验货费...,0
1114,"寻人启事:今天上午一个三岁多小女孩在邵武经济开发区怡馨家园小区附近被人拐走了,小女孩能准确说出她爸爸的手机号码,从监控上看是被一个四十多岁男人抱走了,现大人都急疯了，有知情者请告之,万分感谢!看到信息的兄弟姐妹留意一下!联系人郑春蓉13969597919请求帮忙扩散.@邵武微新闻V",1
1115,【我大国天朝的城管】河南一妇女为了给孩子凑钱治病，上街卖盗版CD，被城管发现后逃跑，CD被缴后跳入冰冷的水中躲避，城管还不肯放过她，要她把非法所得也交出来，她百般向城管哀求，这是孩子的救命钱，城管丝毫不为所动，不交钱就不许上岸，致使妇女在水中冻了两个小时，最后昏死过去！,1
1116,#长治新闻##长治身边事#【长治足协主席赛场打人被停职】昨日，长治市体育局对长治足协主席赛场打人事件处理进行了通报。1月21日上午，山西长治冬季足球联赛中，长治足协主席李健、副主席叶峰在比赛时与对方球员发生肢体接触，进而引发冲突。事发后，长治市足协主席李健停职检查并向社会公开道歉，副主席叶峰辞去协会职务并给予记过处分。,0
1117,【川航飞行员“史诗级”迫降】致敬#中国英雄机长#川航3U8633航班在万米高空驾驶舱玻璃突然破裂，副驾驶半个身子被吸出窗外，仪器毁坏……机组人员成功将飞机备降。一图看懂，史诗级备降↓↓↓,0
1118,谁有兴趣领养狗，免费的。有罗威，金毛，德牧，贵宾，吉娃娃，土狗，番狗，在黄埔石溪市场有个杀狗场被捣毁。有几千只狗，无人领养就要安乐死了。有要领养的打这个电话13902861971.刘小姐，2014年11月20日截止，是免费领养的。如果您领养不了，就麻烦转发一下，救救可怜的狗狗！,1
1119,【昆明城管没戏耍盲人，是你们戏耍城管】昆明三市街5月26日劝阻盲人占道按摩的视频火了。很多网友怒骂城管良心何在。但从视频中，我没看出来哪里戏耍盲人了。城管躲避盲人抢音响，围着队友绕圈，这个行为很正常——不跑，难道等着盲人把音响抢走或者摔掉？至于笑声？不否认啊，这个场景有些滑稽。虽然...,0
1120,"一是中性粒细胞(Gran)，正常为0.50～0.70，增高或减少的原因与白细胞计数相同；*增高：细菌感染,炎症;降低：病毒性感染*二是淋巴细胞(Lym)，正常为0.20～0.40，增多时常见于中性白细胞减少、结核、百日咳等；其减少常见于中性白细胞增多。",0
1121,【月饼馅料是陷阱？冬瓜成水果月饼的“万能替身”】随着中秋的临近，水果月饼首先在网上火了一把，但水果月饼到底有没有水果？网传“所有水果月饼全是冬瓜做的”是否属实？为什么冬瓜成为了水果月饼的“万能替身”？就此，记者深入月饼生产厂家进行了揭秘。（华西都市报）|月饼馅料是...,0
1122,注意！！！据说是Sd省来了四个和尚，说是谁家有一分钱就换一百，这几个人是偷小孩的，注意，千万别让她进屋！快快转发告诉更多人，以免老人，家人上当受骗！！绝对真事！！！今天中午有在沾化富源街看到一个和尚。求转发！转发！！转发！！！！！2巩义·杜甫路街区,1
1123,奔跑吧！西安！追赶超越，魅力古都！你的42公里，我的13个王朝，3100年！虽不能至，心向往之❤️#2017西安国际马拉松赛#|西安·曲江...,0
1124,#大熊猫生病瘦成皮包骨#【西安一大熊猫瘦成皮包骨动物园回应：得了牙髓炎】10月9日，网友@弹熊猫的古筝发微博称，在西安秦岭野生动物园一只大熊猫瘦到骨头清晰可见，并附照片。照片中大熊猫看起来无精打采，体形也不是“圆滚滚”的样子。10日，动物园回应称，网友拍摄的大熊猫照片是真的，因为这只大熊猫年龄大了，牙齿老化，再加上得了牙髓炎，好几天不好好吃东西，所以才会这么瘦。工作人员已对其精心治疗，目前熊猫正在恢复期。滚滚要赶紧好起来呀~（@北京青年报）,0
1125,"临沧南天路，外语学校门口今天抢小孩没抢走，把孩子母亲捅了一刀，看见这车的注意了，真事，车牌号冀DS6005，赶紧散播！都别带孩子出去瞎转悠了尤其别让老人自己带孩子出去太危险了注意了。晋A21T06,五菱面包车，在各学校门口抢小孩，110已经证实。全市通缉不求点赞只求扩散！请保护好自己的宝贝",1
1126,一位叫徐敬的女孩，21岁，请速回四川雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报求转（愿四川人民能够坚强起来）。,1
1127,[惊讶][惊讶]【真的假的】Paul•walker没死抢救过来了昨天被报道死亡是因为当时当地人看到爆炸很厉害才说不会活过来但他今早发表声明说自己还活着还让影迷们别太早为他办葬礼活着就好！,1
1128,李天一涉嫌强奸罪于7日被批捕。将军的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因第一个与被害女子发生性关系，不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。—第一个！,1
1129,【韶关市严厉查处新丰县练溪托养中心】今年2月中旬，在发现新丰县练溪托养中心存在有托养人员死亡的情况之后，韶关市公安、民政、卫计和新丰县相关方面组成专门工作组迅速开展调查。调查发现练溪托养中心不具备托养条件，民政部门已于3月2日正式取缔该托养中心，对现有733名托养对象进行了妥善安置。市...,0
1130,【家属怒斥#车祸后1小时救护车才来#官方回应：无车调配】10月28日晚7点，江苏淮安区发生惨烈车祸，2人不幸死亡，事发后，家属第一时间拨打120，可车祸后1小时120才到，家属在现场怒斥救护车太慢致2死，而救护人员解释自己是市区的120，不是楚州（现淮安区）的120。淮安区卫计委范主任称，淮安区只有3,0
1131,"糖尿病的危害糖尿病的主要危害是长期高血糖引发的各种急、慢性并发症,特别是糖尿病所特有的全身神经、微血管、大血管慢性并发症逐渐增多,程度加重,严重影响生活质量,甚至致残、致死。因为糖尿病病程很长,经常对人体的全身器官造成损害,导致心、脑、肾、神经、眼等多脏器损害,这种损害虽进展缓慢",0
1132,【福利！8省份落实独生子女带薪护理假】到2017年底，黑龙江、福建、河南、湖北、广东、广西、海南、重庆等８个省份通过地方立法建立了独生子女家庭老年人护理假制度。父母身体健康是我们最大的心愿，适合各年龄段父母的体检建议↓↓为爸妈健康转起留存！,0
1133,【吉林松原地震后又遇龙卷风】多名网友爆料，今天中午12点左右，吉林省松原市长岭县太平川镇遭遇龙卷风，持续十来分钟，大风过后现场一片狼藉！视频中可见漏斗云着地并卷起地面尘埃。近日东北由于冷涡对流出现雷电大风冰雹等强对流天气，此次龙卷风也是由冷涡激发引起。而今天1时50分松原市发生M5.7级地震。新浪视频的...,0
1134,周孝正：九八年，有三名福建工人在以色列被炸死！以政府找到中国使馆商议赔偿及处理后事，中使馆以三名工人是偷渡客为由不予理睬！以政府对此硬是一查到底，不远万里来到福建，把受害者骨灰交到家属手中、向三名受害者各赔了七十万美元。这批钱后来还被我们的政府收了每人十八万的税！【官方回应女孩公交上被性侵致怀孕：事实有出入】近日，有消息称湖南12岁女孩坐公交车遭尾随性侵致怀孕4个月。12月14日，记者从长沙市妇幼保健院了解到该女孩已经出院。对于消息的内容，当地官方表示事实并不是公交车上就猥亵一下就怀孕了，女孩怀孕的事情正在查。,1
1135,【探访海口滞留现场：有游客称再来不开车】2月22日，海南海口。琼州海峡遭遇历史罕见持续大雾，上万车辆滞留海口无法出岛。大年初七，上班族已经陆续上班。贵州一因为堵车上班请假的旅客称，下次来海南不开车了。@澎湃新闻汽车娱乐大...,0
1136,#二十四节气泡脚•孙俪##二十四节气天使·孙俪的养生秘籍#脚踝一旦受凉，容易引发关节炎和风湿痛，甚至会使免疫力下降引发其他疾病。这些疾病发病往往具有延后性，等到发觉再治疗，很难完全恢复。#珍惜健康@祯禧相伴#,0
1137,【金正恩长兄遇害疑团重重:谁获利最多？】金正恩之兄金正男在马来西亚机场死亡，死因已有多种说法：毒针、湿布捂脸、液体……整件事当然是很诡异，比如时机、一手消息源等，包括所有新闻都指向了朝鲜。但从朝鲜方面看，似乎也没有必要的动机去杀他。金正男遇害，谁将得利最多？↓↓...,0
1138,"#春芽中东幼儿园中毒事件#【吉林#春芽中东幼儿园中毒事件#官方：检测错误】近日，网友爆料:吉林市船营区春芽中东幼儿园疑似发生幼儿集体鼠药中毒事件，多名幼儿出现低热、恶心、呕吐等症状并就医。家长带孩子到吉林大学第一医院做血液毒物筛查，检出鼠药""溴敌隆""成分。3月23日凌晨，@吉林市发布发出...",0
1139,"河南洛阳市一女子因为太漂亮，在被强奸时，不主动配合强奸,导致强奸者生殖器官折断，因失血过多而身亡。昨日洛阳市洛龙区法院审结此案，判决该女子构成过失致死罪，缓刑3年，并赔偿被害人江某家属经济损失8.8万元。",1
1140,【首都航空飞机出现机械故障！乘客：急速下降如坐跳楼机】昨日，从杭州萧山国际机场飞至芽庄金兰国际机场的@首都航空JD421航班，在起飞不久后被迫返航。游客称是因挡风玻璃破裂。首航相关负责人表示舷窗出现裂纹，属一般性机械故障。机上211人，按规定给每位旅客400元补偿。新京报我们...,0
1141,提议大伙儿预约排队踹她的孩子，并且让她在旁边观看。或者踹她，让她母亲在旁边看。//分享网易新闻《4岁女童饭店内叫喊邻桌女大学生冲上来踹了一脚》|4岁女童饭...来自@网易新闻客户端#网易新闻#,0
1142,深圳幼儿园刚才发紧急通知：妇幼保健院提示，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现紧急召回。有孩子的都转下！没有孩子的也请友情转转。2鞍莲路,1
1143,【韩国附近海域发现倾覆疑似中国渔船外交部：发现3具遗体尚未证实船只所属国】据外交部领事司最新消息：今天，韩国有关方面向中国驻韩使馆通报，仁川附近海域发现一艘倾覆的疑似中国渔船。使馆要求韩方全力搜救，目前已发现3名遇难船员遗体，但尚无法证实船只所属国及船员国籍。@央视新闻,0
1144,网友反映：“事情发生在丰县欢口镇，打人的是有前科的城管人员，两次进监狱我对象只是在那上班，他们没制服，没工作证没执法记录仪进门就要钱，我对象想给老板打电话，随后就是这结果”。希望有关部门核实此事@丰县同城会@情义丰县@丰县贴吧,0
1145,《酬金12万》寻人启事13930886687深圳的朋友帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张静杰13930886687如果看一眼懒得转的冷漠的人也请你伸出手指按3秒看到就转转吧我们都会有孩子,1
1146,#淄博身边事#【淄博三所学校被评为全国国防教育示范学校】近日，教育部公布2018年中小学国防教育示范学校名单，淄博七中、博山六中、淄川罗村镇中心小学3所学校喜获殊荣。记者了解到，本次评选，全省共有24所中小学入选，淄博市和济南市成为全省入选学校数最多的市。继2017年高新区实验中学和...,0
1147,急找孩子，求转，求帮忙寻人启事13940292999。有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999,1
1148,【#求职少年李文星#之死】5月15日，李文星在#招聘平台#上发送简历。5月19日，收到聘用通知函。5月20日，从北京前往天津入职。7月8日，给母亲打最后一个电话说：“谁打电话要钱你们都别给”。7月14日，尸体在天津静海区被发现。一份本以为是上市公司敲门砖的Offer，最终却引李文星走向了生命的尽头。而当初在互联网招聘平台“BOSS直聘”上与李文星联系的北京科蓝公司，只不过是一家冒名招聘的“李鬼”公司。#求职季#|求职少年李...,0
1149,重要通知:妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：旺仔牛奶。、可口可乐、爽歪歪。娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回😱望家长朋友们爱孩子就别给他喝了！转！,1
1150,急转寻人13969597919帮忙扩散，今天上午一个三岁多小女孩在开发区怡馨家园小区附近被人拐走了，小女孩能确说出她爸爸的手机号码，从监控上看是一个四丶十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！看到信息的兄弟姐妹留意一下！联系人:郑春蓉139695979192友谊路,1
1151,湖北省武汉市协和医院：昨天凌晨二点二十三分，三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃鸡。鸭，魚，凉皮，冷面类，酸菜，特别是草魚，酸菜魚，水煮魚，目前大连有31670个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买鱼吃。,1
1152,韩国乐天集团会长回应萨德：中国人无骨气无血性！韩国的环球新闻眼采访乐天集团会长辛东彬，当着记者面和当前中国人抵制乐天，他面带笑容说：“不用担心，他们非常市侩，无骨气无血性，我们降价他们就买。根据以往的经验，他们最多抵制一段时间，像刮阵风。”说到这，辛东彬对着镜头哈哈一笑，“就像《SuperStarK5》中的作秀，装模作样，激情四射，等那一阵激动劲过了，就好像什么事都没发生过。我们只须打打折，他们就会像捡了大便宜似的蜂拥而来。前几年抵制日本货、菲律宾的水果，结果那阵风过了后他们的销量猛增。你不了解中国人，他们都非常的市侩，我们真的不用担心什么。他们更关心的是自己的利益，对国家的责任感似乎很淡，不像我们。”2广州·白云区,1
